National_Rank,Team,State,Combined_2025,Margin,Win_Loss,Offense,Defense,Games_Played,Total_Seasons,Previous_Best,Improvement,StateRank,Is_State_Top,Is_Program_Record,Recognition_Type,TeamPageUrl,HasTeamPage,Website_Status,Athletic_Director,AD_Email,Head_Coach,Coach_Email,Athletic_Dept_Email,Main_Phone,Contact_Notes,Email_Sent_Date,Email_Status,Response_Notes
1608,Newport Croatan (NC),(NC),26.744,32.928,2.104,17.891,5.863,13,27,9.1858,17.5582,45,0,1,Program Record,,False,,,,,,,,,,,
1609,Othello (WA),(WA),26.743,33.345,1.714,25.076,-0.742,11,52,26.6602,0.0828,29,0,1,Program Record,,False,,,,,,,,,,,
1619,Oakfield (WI),(WI),26.688,32.783,1.213,17.996,7.119,7,55,25.5728,1.1152,29,0,1,Program Record,,False,,,,,,,,,,,
1626,Richmond Armstrong-Kennedy (VA),(VA),26.649,33.36,1.725,20.256,-0.335,13,25,14.706,11.943,35,0,1,Program Record,,False,,,,,,,,,,,
1654,Wall (SD),(SD),26.401,39.729,-4.773,22.88,5.601,12,50,26.2189,0.1821,5,0,1,Program Record,,False,,,,,,,,,,,
1659,Fort Benton (MT),(MT),26.359,32.84,-0.573,15.205,17.665,12,53,17.2023,9.1567,2,0,1,Program Record,,False,,,,,,,,,,,
1672,San Francisco Sacred Heart (CA),(CA),26.235,32.631,1.789,18.8,1.993,13,50,18.9204,7.3146,88,0,1,Program Record,,False,,,,,,,,,,,
1709,Orting (WA),(WA),26.041,31.889,1.797,20.826,6.192,12,52,21.5019,4.5391,31,0,1,Program Record,,False,,,,,,,,,,,
1711,Ocala Christian Academy (FL),(FL),26.04,31.279,1.007,26.471,9.357,9,34,22.2761,3.7639,116,0,1,Program Record,,False,,,,,,,,,,,
1722,Cheney (KS),(KS),25.914,31.627,1.85,16.38,4.68,11,90,24.6596,1.2544,42,0,1,Program Record,,False,,,,,,,,,,,
1733,Indian River Inland Lakes (MI),(MI),25.806,32.117,0.174,19.481,6.187,10,70,21.9445,3.8615,60,0,1,Program Record,,False,,,,,,,,,,,
1736,Norton (OH),(OH),25.79,32.055,1.167,28.575,6.405,12,79,20.7668,5.0232,98,0,1,Program Record,,False,,,,,,,,,,,
1763,Chester (TX),(TX),25.585,33.373,0.202,36.19,8.88,12,90,7.7245,17.8605,280,0,1,Program Record,,False,,,,,,,,,,,
1769,Northport Northside (AL),(AL),25.558,31.398,1.11,21.617,7.22,12,66,13.4753,12.0827,45,0,1,Program Record,,False,,,,,,,,,,,
1774,Elizabeth Forward (PA),(PA),25.529,32.01,1.04,23.591,4.143,11,111,22.5113,3.0177,59,0,1,Program Record,,False,,,,,,,,,,,
1795,Great Mills (MD),(MD),25.355,32.033,1.402,22.431,1.591,11,45,14.0161,11.3389,32,0,1,Program Record,,False,,,,,,,,,,,
1852,Sanford (CO),(CO),24.95,30.413,2.352,25.765,7.612,12,68,24.7899,0.1601,24,0,1,Program Record,,False,,,,,,,,,,,
1888,Chehalis W.F. West (WA),(WA),24.712,31.252,1.327,27.731,3.621,11,61,23.1464,1.5656,34,0,1,Program Record,,False,,,,,,,,,,,
1889,Seale Russell County (AL),(AL),24.711,29.768,1.931,18.284,5.835,12,71,22.6057,2.1053,48,0,1,Program Record,,False,,,,,,,,,,,
1903,Brownstown Central (IN),(IN),24.641,31.478,0.913,23.863,5.167,15,56,24.3046,0.3364,40,0,1,Program Record,,False,,,,,,,,,,,
1910,Panhandle (TX),(TX),24.601,31.732,1.046,30.806,7.279,12,103,22.2585,2.3425,297,0,1,Program Record,,False,,,,,,,,,,,
1949,Pryor (OK),(OK),24.392,29.546,1.524,18.738,11.211,12,74,21.646,2.746,26,0,1,Program Record,,False,,,,,,,,,,,
1959,Little Chute (WI),(WI),24.295,28.732,1.909,12.729,13.505,14,64,23.3514,0.9436,39,0,1,Program Record,,False,,,,,,,,,,,
1977,Winter Haven All Saints' Academy (FL),(FL),24.148,29.103,0.754,18.686,11.698,10,25,-6.7825,30.9305,129,0,1,Program Record,,False,,,,,,,,,,,
2018,Turner Cascade (OR),(OR),23.814,29.062,2.019,26.189,5.983,13,75,15.2853,8.5287,17,0,1,Program Record,,False,,,,,,,,,,,
2044,Miami Goleman (FL),(FL),23.6,29.208,1.444,12.046,5.655,13,27,18.8375,4.7625,133,0,1,Program Record,,False,,,,,,,,,,,
2047,Wilmington Howard (DE),(DE),23.596,29.565,1.012,18.111,11.966,12,78,21.6309,1.9651,6,0,1,Program Record,,False,,,,,,,,,,,
2074,Pennington (NJ),(NJ),23.397,29.271,1.252,15.973,4.622,9,58,19.4874,3.9096,43,0,1,Program Record,,False,,,,,,,,,,,
2092,Greer Riverside (SC),(SC),23.269,28.681,1.44,20.414,5.094,11,52,19.8922,3.3768,60,0,1,Program Record,,False,,,,,,,,,,,
2123,Springfield (MN),(MN),23.1,29.27,-0.258,14.529,9.992,10,43,20.0319,3.0682,35,0,1,Program Record,,False,,,,,,,,,,,
2127,Hingham (MA),(MA),23.06,28.438,1.796,15.823,5.337,11,97,20.3541,2.7059,13,0,1,Program Record,,False,,,,,,,,,,,
2135,Breese Central (IL),(IL),23.031,28.715,0.998,22.596,6.966,13,50,18.6695,4.3615,72,0,1,Program Record,,False,,,,,,,,,,,
2145,Elko (NV),(NV),22.989,28.62,1.408,18.541,-1.559,11,58,16.7825,6.2065,7,0,1,Program Record,,False,,,,,,,,,,,
2167,Tsawwassen South Delta (BC),(BC),22.829,26.943,1.752,10.655,12.191,13,29,6.3673,16.4617,3,0,1,Program Record,,False,,,,,,,,,,,
2171,Carnesville Franklin County (GA),(GA),22.769,27.908,1.557,21.045,3.48,11,68,20.4865,2.2825,151,0,1,Program Record,,False,,,,,,,,,,,
2173,McClave (CO),(CO),22.75,27.841,1.989,23.07,4.502,12,51,7.0976,15.6524,32,0,1,Program Record,,False,,,,,,,,,,,
2188,Tioga (LA),(LA),22.637,27.489,0.991,19.264,9.678,12,62,20.4273,2.2097,44,0,1,Program Record,,False,,,,,,,,,,,
2189,Mount Zion (IL),(IL),22.631,27.984,1.18,18.075,4.659,10,61,20.7009,1.9301,77,0,1,Program Record,,False,,,,,,,,,,,
2208,Tavares (FL),(FL),22.527,28.288,0.812,16.151,4.211,11,55,20.8579,1.6691,142,0,1,Program Record,,False,,,,,,,,,,,
2215,West Hartford Kingswood-Oxford (CT),(CT),22.499,29.768,1.63,22.624,-2.355,10,76,20.8691,1.6299,17,0,1,Program Record,,False,,,,,,,,,,,
2230,Cheney (WA),(WA),22.362,27.538,1.333,21.553,2.185,10,64,14.5235,7.8385,40,0,1,Program Record,,False,,,,,,,,,,,
2251,Morrice (MI),(MI),22.209,28.388,-0.434,15.936,-3.206,13,78,9.3572,12.8518,75,0,1,Program Record,,False,,,,,,,,,,,
2271,Coquitlam Centennial (BC),(BC),22.076,26.344,1.091,6.287,9.434,12,43,-7.9663,30.0423,5,0,1,Program Record,,False,,,,,,,,,,,
2283,Louisville Atherton (KY),(KY),22.023,27.29,0.993,16.279,8.876,14,73,12.089,9.934,28,0,1,Program Record,,False,,,,,,,,,,,
2285,Centerburg (OH),(OH),22.01,27.272,0.574,14.867,4.386,12,70,16.7812,5.2288,138,0,1,Program Record,,False,,,,,,,,,,,
2300,Tolono Unity (IL),(IL),21.93,27.601,1.2,20.041,6.492,14,61,21.2366,0.6934,84,0,1,Program Record,,False,,,,,,,,,,,
2324,Kingston (MI),(MI),21.765,27.896,0.243,20.296,5.338,13,73,18.7016,3.0634,79,0,1,Program Record,,False,,,,,,,,,,,
2336,Strasburg (VA),(VA),21.684,27.458,1.039,17.762,3.878,13,95,17.0046,4.6794,54,0,1,Program Record,,False,,,,,,,,,,,
2343,Hillsboro Glencoe (OR),(OR),21.645,26.674,1.846,20.984,6.459,10,45,21.0145,0.6305,21,0,1,Program Record,,False,,,,,,,,,,,
2350,Hugoton (KS),(KS),21.603,26.549,1.213,13.463,7.077,10,86,17.6205,3.9825,60,0,1,Program Record,,False,,,,,,,,,,,
2372,Bremerton Olympic (WA),(WA),21.379,26.363,1.868,26.045,-0.984,11,47,17.9526,3.4264,48,0,1,Program Record,,False,,,,,,,,,,,
2425,Pillager (MN),(MN),20.966,27.022,-0.024,19.862,-0.744,9,53,9.3741,11.5919,41,0,1,Program Record,,False,,,,,,,,,,,
2447,Palmyra-Macedon (NY),(NY),20.815,27.726,1.402,27.599,-5.197,9,61,8.2605,12.5545,14,0,1,Program Record,,False,,,,,,,,,,,
2475,Chicago Kenwood (IL),(IL),20.667,26.194,1.13,24.858,3.787,11,55,17.9491,2.7179,91,0,1,Program Record,,False,,,,,,,,,,,
2489,Chillicothe Unioto (OH),(OH),20.532,26.334,0.471,13.27,2.79,12,54,17.5381,2.9939,146,0,1,Program Record,,False,,,,,,,,,,,
2493,McDonald Fort Cherry (PA),(PA),20.506,26.259,0.868,23.419,5.805,13,66,17.3004,3.2056,92,0,1,Program Record,,False,,,,,,,,,,,
2513,Cincinnati Hills Christian Academy (OH),(OH),20.422,25.04,0.579,16.128,14.444,11,31,19.9362,0.4858,147,0,1,Program Record,,False,,,,,,,,,,,
2516,Mountlake Terrace (WA),(WA),20.414,25.983,1.136,22.209,-0.492,10,60,14.345,6.069,51,0,1,Program Record,,False,,,,,,,,,,,
2533,Brownstown Woodhaven (MI),(MI),20.281,24.585,-0.09,12.761,12.673,12,52,18.5015,1.7795,90,0,1,Program Record,,False,,,,,,,,,,,
2538,Chapmanville Regional (WV),(WV),20.24,26.117,0.824,24.843,4.108,13,76,9.8966,10.3434,10,0,1,Program Record,,False,,,,,,,,,,,
2548,London South Laurel (KY),(KY),20.198,24.699,0.863,16.535,12.742,12,33,13.569,6.629,30,0,1,Program Record,,False,,,,,,,,,,,
2561,Altoona (WI),(WI),20.13,24.555,0.859,18.928,5.792,11,54,12.9175,7.2125,61,0,1,Program Record,,False,,,,,,,,,,,
2593,Barstow (CA),(CA),19.941,24.432,1.353,13.039,7.743,16,73,17.2952,2.6458,129,0,1,Program Record,,False,,,,,,,,,,,
2597,Claude (TX),(TX),19.924,26.45,-0.066,30.448,-0.602,11,101,10.3663,9.5577,376,0,1,Program Record,,False,,,,,,,,,,,
2598,Algoma (WI),(WI),19.902,25.192,1.071,21.86,-0.728,6,68,17.3026,2.5994,62,0,1,Program Record,,False,,,,,,,,,,,
2605,Wausa (NE),(NE),19.878,25.802,0.752,18.615,-2.555,10,56,19.1204,0.7576,31,0,1,Program Record,,False,,,,,,,,,,,
2606,Warren Fitzgerald (MI),(MI),19.877,24.397,0.906,11.694,7.146,13,75,14.6196,5.2574,92,0,1,Program Record,,False,,,,,,,,,,,
2607,Lake Mills (WI),(WI),19.865,24.724,0.523,16.934,8.529,11,71,18.9877,0.8773,63,0,1,Program Record,,False,,,,,,,,,,,
2614,Pine Island (MN),(MN),19.812,25.494,-1.187,8.56,3.684,9,59,16.166,3.646,46,0,1,Program Record,,False,,,,,,,,,,,
2627,Fernley (NV),(NV),19.739,24.698,1.331,18.341,3.878,12,41,18.0105,1.7285,13,0,1,Program Record,,False,,,,,,,,,,,
2631,London North Laurel (KY),(KY),19.694,24.199,1.214,10.717,-1.64,12,33,13.1573,6.5367,33,0,1,Program Record,,False,,,,,,,,,,,
2641,Norfolk Academy (VA),(VA),19.658,24.338,1.395,16.626,10.097,9,62,11.2595,8.3985,61,0,1,Program Record,,False,,,,,,,,,,,
2642,Sauk Rapids (MN),(MN),19.651,24.947,-0.831,14.376,14.594,10,40,9.301,10.35,47,0,1,Program Record,,False,,,,,,,,,,,
2664,Russellville Logan County (KY),(KY),19.47,24.363,0.929,15.966,4.558,13,41,15.6846,3.7854,34,0,1,Program Record,,False,,,,,,,,,,,
2665,Gadsden Coosa Christian (AL),(AL),19.47,24.137,1.101,21.416,5.514,15,33,18.3863,1.0837,68,0,1,Program Record,,False,,,,,,,,,,,
2672,Jena (LA),(LA),19.452,23.613,0.884,18.237,15.626,14,78,18.9752,0.4768,54,0,1,Program Record,,False,,,,,,,,,,,
2679,Meriden Jefferson West (KS),(KS),19.422,24.303,0.86,19.94,11.169,11,56,16.561,2.861,67,0,1,Program Record,,False,,,,,,,,,,,
2685,Felton Lake Forest (DE),(DE),19.369,24.763,0.93,18.775,6.796,12,56,14.2464,5.1226,8,0,1,Program Record,,False,,,,,,,,,,,
2697,Downey St. Pius X (CA),(CA),19.311,24.705,0.729,22.885,8.629,14,44,17.6317,1.6793,132,0,1,Program Record,,False,,,,,,,,,,,
2706,Rochester (WA),(WA),19.258,24.45,0.761,25.014,2.658,11,54,11.3192,7.9388,52,0,1,Program Record,,False,,,,,,,,,,,
2718,McKeesport South Allegheny (PA),(PA),19.198,24.589,-0.224,19.126,8.035,12,60,12.8305,6.3675,99,0,1,Program Record,,False,,,,,,,,,,,
2746,West Bend West (WI),(WI),19.065,23.349,0.97,5.805,2.862,10,55,13.4554,5.6096,66,0,1,Program Record,,False,,,,,,,,,,,
2753,Murray (KY),(KY),19.028,23.231,0.975,17.379,12.733,15,62,18.0791,0.9489,35,0,1,Program Record,,False,,,,,,,,,,,
2757,Breckenridge (MN),(MN),18.993,24.877,-0.617,21.792,6.95,14,74,16.8738,2.1192,51,0,1,Program Record,,False,,,,,,,,,,,
2773,Cross Plains East Robertson (TN),(TN),18.918,23.37,1.141,16.961,7.389,13,76,17.7791,1.1389,57,0,1,Program Record,,False,,,,,,,,,,,
2867,Edwardsville Metro-East Lutheran (IL),(IL),18.304,23.563,1.478,32.877,-6.609,9,34,-16.4502,34.7542,99,0,1,Program Record,,False,,,,,,,,,,,
2869,Warrior Corner (AL),(AL),18.302,22.737,1.101,18.419,5.061,11,80,13.326,4.976,73,0,1,Program Record,,False,,,,,,,,,,,
2900,Rainsville Plainview (AL),(AL),18.159,21.369,1.539,17.695,12.002,14,68,15.4827,2.6763,75,0,1,Program Record,,False,,,,,,,,,,,
2905,Cullman Fairview (AL),(AL),18.124,21.906,1.214,16.512,4.341,13,69,13.4573,4.6667,76,0,1,Program Record,,False,,,,,,,,,,,
2936,Anderson McDonald County (MO),(MO),17.938,23.265,0.879,21.911,-3.508,10,63,11.4652,6.4728,69,0,1,Program Record,,False,,,,,,,,,,,
2941,Frederic (WI),(WI),17.914,23.725,0.351,27.956,-1.739,7,54,6.9184,10.9956,70,0,1,Program Record,,False,,,,,,,,,,,
2981,Miami Ransom Everglades (FL),(FL),17.693,22.264,0.554,13.51,2.768,12,40,12.8922,4.8008,179,0,1,Program Record,,False,,,,,,,,,,,
2996,Lapel (IN),(IN),17.615,21.965,0.625,14.635,4.41,14,50,9.2342,8.3808,64,0,1,Program Record,,False,,,,,,,,,,,
3024,Lindsay (TX),(TX),17.481,22.723,0.648,23.879,4.061,14,65,14.3987,3.0823,412,0,1,Program Record,,False,,,,,,,,,,,
3035,Holdenville (OK),(OK),17.402,22.475,0.532,18.815,6.631,12,82,17.0042,0.3978,44,0,1,Program Record,,False,,,,,,,,,,,
3037,Bridgeport (NE),(NE),17.394,22.278,0.732,24.304,2.848,11,59,15.7972,1.5968,39,0,1,Program Record,,False,,,,,,,,,,,
3041,Kanab (UT),(UT),17.371,21.321,0.978,17.073,11.357,12,56,11.5543,5.8167,52,0,1,Program Record,,False,,,,,,,,,,,
3046,Lancaster (CA),(CA),17.348,22.493,-0.094,23.453,11.692,11,36,15.1474,2.2006,153,0,1,Program Record,,False,,,,,,,,,,,
3070,Sterling (KS),(KS),17.231,20.852,1.202,17.941,13.795,13,108,8.7094,8.5216,73,0,1,Program Record,,False,,,,,,,,,,,
3071,Mansfield (AR),(AR),17.217,21.982,0.666,17.827,7.576,13,54,9.3602,7.8568,31,0,1,Program Record,,False,,,,,,,,,,,
3080,Frankston (TX),(TX),17.172,21.066,0.341,22.116,10.569,12,67,8.9231,8.2489,416,0,1,Program Record,,False,,,,,,,,,,,
3087,El Paso (IL),(IL),17.118,21.025,0.7,13.57,9.181,11,48,14.8212,2.2968,105,0,1,Program Record,,False,,,,,,,,,,,
3110,Victorville Victor Valley (CA),(CA),16.966,21.234,0.262,13.996,12.308,12,66,14.8026,2.1634,156,0,1,Program Record,,False,,,,,,,,,,,
3115,Renton Hazen (WA),(WA),16.931,22.123,0.788,13.954,-8.454,9,55,11.3124,5.6186,59,0,1,Program Record,,False,,,,,,,,,,,
3131,Alamo Wheeler County (GA),(GA),16.836,20.237,0.602,16.432,12.339,13,58,13.1352,3.7008,202,0,1,Program Record,,False,,,,,,,,,,,
3223,Ronda East Wilkes (NC),(NC),16.388,20.533,0.596,11.737,7.219,12,55,14.0904,2.2976,110,0,1,Program Record,,False,,,,,,,,,,,
3238,Reedley Immanuel (CA),(CA),16.309,20.409,0.637,14.334,4.708,14,54,14.1692,2.1398,166,0,1,Program Record,,False,,,,,,,,,,,
3257,Alexandria-Monroe (IN),(IN),16.234,21.304,-0.275,14.011,7.79,10,63,9.964,6.27,67,0,1,Program Record,,False,,,,,,,,,,,
3260,Buhl (ID),(ID),16.232,19.893,1.139,19.428,3.187,10,54,14.2211,2.0109,33,0,1,Program Record,,False,,,,,,,,,,,
3285,Nampa Christian (ID),(ID),16.108,19.721,0.807,18.431,0.949,11,50,2.093,14.015,34,0,1,Program Record,,False,,,,,,,,,,,
3332,Benton (IL),(IL),15.831,19.652,-0.113,15.616,7.119,9,77,14.4203,1.4107,110,0,1,Program Record,,False,,,,,,,,,,,
3338,Hardin (TX),(TX),15.81,19.666,1.158,21.04,1.942,13,81,8.9962,6.8138,439,0,1,Program Record,,False,,,,,,,,,,,
3393,Conifer (CO),(CO),15.536,20.33,0.138,20.434,5.399,11,28,11.7791,3.7569,47,0,1,Program Record,,False,,,,,,,,,,,
3396,Kansas City Piper (KS),(KS),15.518,20.408,0.017,19.298,6.123,10,62,14.9178,0.6002,83,0,1,Program Record,,False,,,,,,,,,,,
3414,Kent City (MI),(MI),15.412,19.17,0.609,17.301,2.964,16,81,5.9439,9.4681,130,0,1,Program Record,,False,,,,,,,,,,,
3428,Slayton Murray County Central (MN),(MN),15.356,20.379,-0.605,14.848,7.382,11,33,-0.5626,15.9186,60,0,1,Program Record,,False,,,,,,,,,,,
3450,Philippi Barbour (WV),(WV),15.232,19.587,0.017,23.859,11.131,13,102,12.8429,2.3891,19,0,1,Program Record,,False,,,,,,,,,,,
3451,Holtville (CA),(CA),15.232,20.051,0.618,24.211,11.624,11,77,8.0035,7.2285,180,0,1,Program Record,,False,,,,,,,,,,,
3453,Wellington-Napoleon (MO),(MO),15.218,19.635,-0.09,26.914,8.806,10,55,6.3171,8.9009,87,0,1,Program Record,,False,,,,,,,,,,,
3466,Ladonia Fannindel (TX),(TX),15.182,20.322,-0.3,30.973,7.969,12,104,-0.6016,15.7836,453,0,1,Program Record,,False,,,,,,,,,,,
3511,San Andreas Calaveras (CA),(CA),14.927,19.099,0.501,16.418,2.882,14,74,13.238,1.689,186,0,1,Program Record,,False,,,,,,,,,,,
3542,Upsala-Swanville (MN),(MN),14.794,21.462,-2.095,23.183,3.952,8,28,5.5562,9.2378,62,0,1,Program Record,,False,,,,,,,,,,,
3580,Salem (AR),(AR),14.643,18.789,-0.233,11.991,6.896,14,50,11.9089,2.7341,37,0,1,Program Record,,False,,,,,,,,,,,
3642,Gates Mills Hawken (OH),(OH),14.259,17.972,0.361,15.609,8.807,11,52,12.7265,1.5325,216,0,1,Program Record,,False,,,,,,,,,,,
3653,Pawley's Island Waccamaw (SC),(SC),14.209,18.282,0.329,16.359,5.429,11,34,9.0589,5.1501,87,0,1,Program Record,,False,,,,,,,,,,,
3662,Holton Jackson Heights (KS),(KS),14.168,18.362,-0.148,10.699,13.719,12,56,12.8388,1.3292,90,0,1,Program Record,,False,,,,,,,,,,,
